"names","actual"
"sos",1.22743014076641
"sos0",-1.22743014076641
"info",-0.0658613795277606
"info0",0.0658613795277606
"own.fisher",0.674894121064271
"own.industry",-0.84285093331915
"own.gov",0.697438465100319
"own.public",-0.529481652845439
