"","add_non_anon","add_sos","add_ind","add_gov","add_public","gfw_add_anon","gfw_add_no_sos","gfw_add_fisher","gfw_add_ind","gfw_add_gov"
"lin_pred",-2.42011761209862,20.5592052278724,-34.7009745044437,0.397677378989414,-26.9302294532101,1.01409119008349,-44.3658393704727,1.01409119008349,-2.89563643690313,6.13037545136294
"fitted",-1.45616582610636,40.2272425639187,-38.8098942158004,-44.1562356971519,-43.2186470116108,-12.325541914808,-77.5218130151342,-12.325541914808,-51.748208598586,6.80386068239723
