"survey_id","STR","RES","ASC","package","sos","info","own","noalt"
3033,55001,0,1,1,"1","1","2",2
3033,55001,1,1,2,"2","1","3",2
3034,56001,1,1,2,"2","1","3",2
3034,56001,0,1,8,"1","1","4",2
3035,57001,0,1,3,"1","1","1",2
3035,57001,1,1,4,"2","2","4",2
3036,58001,0,1,3,"1","1","1",2
3036,58001,1,1,4,"2","2","4",2
3037,59001,0,1,5,"1","2","4",2
3037,59001,1,1,11,"2","1","4",2
3038,60001,0,1,6,"1","2","3",2
3038,60001,1,1,7,"2","2","1",2
3039,61001,1,1,7,"2","2","1",2
3039,61001,0,1,16,"1","1","3",2
3040,62001,0,1,8,"1","1","4",2
3040,62001,1,1,3,"1","1","1",2
3041,63001,1,1,9,"2","2","3",2
3041,63001,0,1,6,"1","2","3",2
3042,64001,0,1,10,"1","2","2",2
3042,64001,1,1,14,"2","2","2",2
3043,65001,1,1,11,"2","1","4",2
3043,65001,0,1,5,"1","2","4",2
3044,66001,1,1,12,"2","1","1",2
3044,66001,0,1,1,"1","1","2",2
3045,67001,0,1,13,"2","1","2",2
3045,67001,1,1,9,"2","2","3",2
3046,68001,0,1,14,"2","2","2",2
3046,68001,1,1,12,"2","1","1",2
3047,69001,0,1,4,"2","2","4",2
3047,69001,1,1,15,"1","2","1",2
3048,70001,0,1,6,"1","2","3",2
3048,70001,1,1,7,"2","2","1",2
3049,71001,1,1,4,"2","2","4",2
3049,71001,0,1,15,"1","2","1",2
3050,72001,0,1,14,"2","2","2",2
3050,72001,1,1,12,"2","1","1",2
3051,73001,1,1,4,"2","2","4",2
3051,73001,0,1,15,"1","2","1",2
3052,74001,0,1,8,"1","1","4",2
3052,74001,1,1,3,"1","1","1",2
3053,75001,0,1,6,"1","2","3",2
3053,75001,1,1,7,"2","2","1",2
3054,76001,1,1,2,"2","1","3",2
3054,76001,0,1,8,"1","1","4",2
3055,77001,0,1,5,"1","2","4",2
3055,77001,1,1,11,"2","1","4",2
3056,78001,1,1,15,"1","2","1",2
3056,78001,0,1,10,"1","2","2",2
3057,79001,0,1,16,"1","1","3",2
3057,79001,1,1,13,"2","1","2",2
3058,80001,1,1,16,"1","1","3",2
3058,80001,0,1,13,"2","1","2",2
3059,81001,0,1,12,"2","1","1",2
3059,81001,1,1,1,"1","1","2",2
4001,82001,0,1,1,"1","1","2",2
4001,82001,1,1,2,"2","1","3",2
4002,83001,1,1,2,"2","1","3",2
4002,83001,0,1,8,"1","1","4",2
4003,84001,0,1,3,"1","1","1",2
4003,84001,1,1,4,"2","2","4",2
4004,85001,1,1,4,"2","2","4",2
4004,85001,0,1,15,"1","2","1",2
4005,86001,0,1,5,"1","2","4",2
4005,86001,1,1,11,"2","1","4",2
4006,87001,0,1,6,"1","2","3",2
4006,87001,1,1,7,"2","2","1",2
4007,88001,1,1,7,"2","2","1",2
4007,88001,0,1,16,"1","1","3",2
4008,89001,0,1,8,"1","1","4",2
4008,89001,1,1,3,"1","1","1",2
4009,90001,1,1,9,"2","2","3",2
4009,90001,0,1,6,"1","2","3",2
4010,91001,0,1,10,"1","2","2",2
4010,91001,1,1,14,"2","2","2",2
4011,92001,1,1,11,"2","1","4",2
4011,92001,0,1,5,"1","2","4",2
4012,93001,1,1,12,"2","1","1",2
4012,93001,0,1,1,"1","1","2",2
4013,94001,0,1,13,"2","1","2",2
4013,94001,1,1,9,"2","2","3",2
4014,95001,0,1,14,"2","2","2",2
4014,95001,1,1,12,"2","1","1",2
4015,96001,1,1,15,"1","2","1",2
4015,96001,0,1,10,"1","2","2",2
4016,97001,1,1,16,"1","1","3",2
4016,97001,0,1,13,"2","1","2",2
4017,98001,0,1,1,"1","1","2",2
4017,98001,1,1,2,"2","1","3",2
4018,99001,1,1,2,"2","1","3",2
4018,99001,0,1,8,"1","1","4",2
4019,100001,0,1,3,"1","1","1",2
4019,100001,1,1,4,"2","2","4",2
4020,101001,0,1,5,"1","2","4",2
4020,101001,1,1,11,"2","1","4",2
4021,102001,1,1,6,"1","2","3",2
4021,102001,0,1,7,"2","2","1",2
4022,103001,0,1,13,"2","1","2",2
4022,103001,1,1,9,"2","2","3",2
4023,104001,1,1,15,"1","2","1",2
4023,104001,0,1,10,"1","2","2",2
5001,105001,1,1,7,"2","2","1",2
5001,105001,0,1,16,"1","1","3",2
5002,106001,0,1,6,"1","2","3",2
5002,106001,1,1,7,"2","2","1",2
5003,107001,1,1,8,"1","1","4",2
5003,107001,0,1,3,"1","1","1",2
5004,108001,0,1,5,"1","2","4",2
5004,108001,1,1,11,"2","1","4",2
5005,109001,1,1,8,"1","1","4",2
5005,109001,0,1,3,"1","1","1",2
5006,110001,1,1,9,"2","2","3",2
5006,110001,0,1,6,"1","2","3",2
5007,111001,1,1,4,"2","2","4",2
5007,111001,0,1,15,"1","2","1",2
5008,112001,1,1,2,"2","1","3",2
5008,112001,0,1,8,"1","1","4",2
5009,113001,0,1,16,"1","1","3",2
5009,113001,1,1,13,"2","1","2",2
5010,114001,1,1,11,"2","1","4",2
5010,114001,0,1,5,"1","2","4",2
5011,115001,1,1,15,"1","2","1",2
5011,115001,0,1,10,"1","2","2",2
5012,116001,1,1,13,"2","1","2",2
5012,116001,0,1,9,"2","2","3",2
5013,117001,0,1,14,"2","2","2",2
5013,117001,1,1,12,"2","1","1",2
5014,118001,1,1,2,"2","1","3",2
5014,118001,0,1,8,"1","1","4",2
5015,119001,0,1,10,"1","2","2",2
5015,119001,1,1,14,"2","2","2",2
5016,120001,1,1,3,"1","1","1",2
5016,120001,0,1,4,"2","2","4",2
5017,121001,0,1,6,"1","2","3",2
5017,121001,1,1,7,"2","2","1",2
5018,122001,1,1,7,"2","2","1",2
5018,122001,0,1,16,"1","1","3",2
5019,123001,1,1,2,"2","1","3",2
5019,123001,0,1,8,"1","1","4",2
5020,124001,0,1,16,"1","1","3",2
5020,124001,1,1,13,"2","1","2",2
5021,125001,1,1,14,"2","2","2",2
5021,125001,0,1,12,"2","1","1",2
5023,126001,0,1,3,"1","1","1",2
5023,126001,1,1,4,"2","2","4",2
5024,127001,1,1,14,"2","2","2",2
5024,127001,0,1,12,"2","1","1",2
5025,128001,0,1,13,"2","1","2",2
5025,128001,1,1,9,"2","2","3",2
5026,129001,0,1,1,"1","1","2",2
5026,129001,1,1,2,"2","1","3",2
5027,130001,1,1,4,"2","2","4",2
5027,130001,0,1,15,"1","2","1",2
5028,131001,0,1,5,"1","2","4",2
5028,131001,1,1,11,"2","1","4",2
5029,132001,1,1,9,"2","2","3",2
5029,132001,0,1,6,"1","2","3",2
5030,133001,1,1,11,"2","1","4",2
5030,133001,0,1,5,"1","2","4",2
5031,134001,1,1,15,"1","2","1",2
5031,134001,0,1,10,"1","2","2",2
5032,135001,1,1,12,"2","1","1",2
5032,135001,0,1,1,"1","1","2",2
5033,136001,1,1,12,"2","1","1",2
5033,136001,0,1,1,"1","1","2",2
5034,137001,0,1,8,"1","1","4",2
5034,137001,1,1,3,"1","1","1",2
5035,138001,0,1,1,"1","1","2",2
5035,138001,1,1,2,"2","1","3",2
5036,139001,0,1,6,"1","2","3",2
5036,139001,1,1,7,"2","2","1",2
5037,140001,1,1,7,"2","2","1",2
5037,140001,0,1,16,"1","1","3",2
5038,141001,0,1,16,"1","1","3",2
5038,141001,1,1,13,"2","1","2",2
5039,142001,1,1,11,"2","1","4",2
5039,142001,0,1,5,"1","2","4",2
5040,143001,1,1,7,"2","2","1",2
5040,143001,0,1,16,"1","1","3",2
5041,144001,1,1,15,"1","2","1",2
5041,144001,0,1,10,"1","2","2",2
5042,145001,0,1,5,"1","2","4",2
5042,145001,1,1,11,"2","1","4",2
5043,146001,1,1,13,"2","1","2",2
5043,146001,0,1,9,"2","2","3",2
5044,147001,0,1,13,"2","1","2",2
5044,147001,1,1,9,"2","2","3",2
5045,148001,1,1,4,"2","2","4",2
5045,148001,0,1,15,"1","2","1",2
5046,149001,0,1,10,"1","2","2",2
5046,149001,1,1,14,"2","2","2",2
5047,150001,1,1,2,"2","1","3",2
5047,150001,0,1,8,"1","1","4",2
6001,151001,0,1,1,"1","1","2",2
6001,151001,1,1,2,"2","1","3",2
6002,152001,0,1,3,"1","1","1",2
6002,152001,1,1,4,"2","2","4",2
6003,153001,1,1,9,"2","2","3",2
6003,153001,0,1,6,"1","2","3",2
6004,154001,0,1,10,"1","2","2",2
6004,154001,1,1,14,"2","2","2",2
6005,155001,1,1,12,"2","1","1",2
6005,155001,0,1,1,"1","1","2",2
6006,156001,0,1,1,"1","1","2",2
6006,156001,1,1,2,"2","1","3",2
6007,157001,0,1,3,"1","1","1",2
6007,157001,1,1,4,"2","2","4",2
6008,158001,1,1,9,"2","2","3",2
6008,158001,0,1,6,"1","2","3",2
6009,159001,0,1,10,"1","2","2",2
6009,159001,1,1,14,"2","2","2",2
6010,160001,1,1,12,"2","1","1",2
6010,160001,0,1,1,"1","1","2",2
6011,161001,0,1,1,"1","1","2",2
6011,161001,1,1,2,"2","1","3",2
6012,162001,0,1,6,"1","2","3",2
6012,162001,1,1,7,"2","2","1",2
6013,163001,0,1,11,"2","1","4",2
6013,163001,1,1,5,"1","2","4",2
6014,164001,0,1,5,"1","2","4",2
6014,164001,1,1,11,"2","1","4",2
6015,165001,0,1,14,"2","2","2",2
6015,165001,1,1,12,"2","1","1",2
6016,166001,0,1,4,"2","2","4",2
6016,166001,1,1,15,"1","2","1",2
6017,167001,1,1,4,"2","2","4",2
6017,167001,0,1,15,"1","2","1",2
6018,168001,1,1,2,"2","1","3",2
6018,168001,0,1,8,"1","1","4",2
6019,169001,1,1,8,"1","1","4",2
6019,169001,0,1,3,"1","1","1",2
6020,170001,1,1,4,"2","2","4",2
6020,170001,0,1,15,"1","2","1",2
6021,171001,0,1,5,"1","2","4",2
6021,171001,1,1,11,"2","1","4",2
6022,172001,0,1,8,"1","1","4",2
6022,172001,1,1,3,"1","1","1",2
6023,173001,0,1,14,"2","2","2",2
6023,173001,1,1,12,"2","1","1",2
6024,174001,0,1,5,"1","2","4",2
6024,174001,1,1,11,"2","1","4",2
6025,175001,0,1,16,"1","1","3",2
6025,175001,1,1,13,"2","1","2",2
6026,176001,0,1,1,"1","1","2",2
6026,176001,1,1,2,"2","1","3",2
6027,177001,0,1,13,"2","1","2",2
6027,177001,1,1,9,"2","2","3",2
6028,178001,1,1,11,"2","1","4",2
6028,178001,0,1,5,"1","2","4",2
6029,179001,1,1,9,"2","2","3",2
6029,179001,0,1,6,"1","2","3",2
6030,180001,1,1,15,"1","2","1",2
6030,180001,0,1,10,"1","2","2",2
6031,181001,0,1,8,"1","1","4",2
6031,181001,1,1,3,"1","1","1",2
6032,182001,0,1,5,"1","2","4",2
6032,182001,1,1,11,"2","1","4",2
6033,183001,0,1,1,"1","1","2",2
6033,183001,1,1,2,"2","1","3",2
6034,184001,1,1,2,"2","1","3",2
6034,184001,0,1,8,"1","1","4",2
6035,185001,0,1,3,"1","1","1",2
6035,185001,1,1,4,"2","2","4",2
6036,186001,0,1,5,"1","2","4",2
6036,186001,1,1,11,"2","1","4",2
6037,187001,0,1,6,"1","2","3",2
6037,187001,1,1,7,"2","2","1",2
6038,188001,1,1,11,"2","1","4",2
6038,188001,0,1,5,"1","2","4",2
6039,189001,0,1,13,"2","1","2",2
6039,189001,1,1,9,"2","2","3",2
6040,190001,0,1,14,"2","2","2",2
6040,190001,1,1,12,"2","1","1",2
6041,191001,1,1,15,"1","2","1",2
6041,191001,0,1,10,"1","2","2",2
7001,192001,1,1,13,"2","1","2",2
7001,192001,0,1,9,"2","2","3",2
7002,193001,0,1,13,"2","1","2",2
7002,193001,1,1,9,"2","2","3",2
7003,194001,1,1,11,"2","1","4",2
7003,194001,0,1,5,"1","2","4",2
7004,195001,1,1,11,"2","1","4",2
7004,195001,0,1,5,"1","2","4",2
7005,196001,1,1,15,"1","2","1",2
7005,196001,0,1,10,"1","2","2",2
7006,197001,1,1,9,"2","2","3",2
7006,197001,0,1,6,"1","2","3",2
7007,198001,1,1,9,"2","2","3",2
7007,198001,0,1,6,"1","2","3",2
7008,199001,0,1,15,"1","2","1",2
7008,199001,1,1,10,"1","2","2",2
7009,200001,0,1,8,"1","1","4",2
7009,200001,1,1,3,"1","1","1",2
7010,201001,0,1,8,"1","1","4",2
7010,201001,1,1,3,"1","1","1",2
7011,202001,1,1,4,"2","2","4",2
7011,202001,0,1,15,"1","2","1",2
7012,203001,1,1,4,"2","2","4",2
7012,203001,0,1,15,"1","2","1",2
7013,204001,0,1,5,"1","2","4",2
7013,204001,1,1,11,"2","1","4",2
7014,205001,0,1,14,"2","2","2",2
7014,205001,1,1,12,"2","1","1",2
8001,206001,0,1,15,"1","2","1",2
8001,206001,1,1,10,"1","2","2",2
8002,207001,0,1,14,"2","2","2",2
8002,207001,1,1,12,"2","1","1",2
8003,208001,0,1,16,"1","1","3",2
8003,208001,1,1,13,"2","1","2",2
8004,209001,0,1,13,"2","1","2",2
8004,209001,1,1,9,"2","2","3",2
8005,210001,1,1,11,"2","1","4",2
8005,210001,0,1,5,"1","2","4",2
8006,211001,1,1,9,"2","2","3",2
8006,211001,0,1,6,"1","2","3",2
