"","sos","info","own","fishtech","rank_one","education","wtp_predict","wtp_predict_int"
"288",1,0,"4",1,"weather","no_formal",-0.0673525977694034,1.10776025089569
"289",1,1,"1",0,"corruption","formal",3.62331171154998,5.25619129573828
"290",1,1,"1",0,"corruption","higher",5.1279664466236,6.15023066627852
"291",1,1,"1",0,"corruption","no_formal",1.33516399406432,3.03318766879079
"292",1,1,"1",0,"iuu","formal",2.44636874254867,3.9847200193911
"293",1,1,"1",0,"iuu","higher",3.77346031079892,4.87875938993134
"294",1,1,"1",0,"iuu","no_formal",0.428243605928742,1.76171639244361
"295",1,1,"1",0,"pollution","formal",1.93248067034587,3.49024445747765
"296",1,1,"1",0,"pollution","higher",3.18204291398449,4.38428382801789
"297",1,1,"1",0,"pollution","no_formal",0.0322553701556245,1.26724083053016
"298",1,1,"1",0,"weather","formal",1.23443973093561,2.55982499829349
"299",1,1,"1",0,"weather","higher",2.37868985407341,3.45386436883373
"300",1,1,"1",0,"weather","no_formal",-0.505636079454435,0.336821371345998
"301",1,1,"1",1,"corruption","formal",5.46573415094897,6.42312507410047
"302",1,1,"1",1,"corruption","higher",7.24835168590551,7.31716444464071
"303",1,1,"1",1,"corruption","no_formal",2.75488484533657,4.20012144715298
"304",1,1,"1",1,"iuu","formal",4.07136830390108,5.15165379775329
"305",1,1,"1",1,"iuu","higher",5.64362049233427,6.04569316829353
"306",1,1,"1",1,"iuu","no_formal",1.68042427374174,2.9286501708058
"307",1,1,"1",1,"pollution","formal",3.46254697953998,4.65717823583984
"308",1,1,"1",1,"pollution","higher",4.94294744258763,5.55121760638009
"309",1,1,"1",1,"pollution","no_formal",1.21128304401562,2.43417460889236
"310",1,1,"1",1,"weather","formal",2.63555325818676,3.72675877665568
"311",1,1,"1",1,"weather","higher",3.99118673763866,4.62079814719592
"312",1,1,"1",1,"weather","no_formal",0.574024071822793,1.50375514970819
"313",1,1,"2",0,"corruption","formal",3.49783093819679,5.45511788742744
"314",1,1,"2",0,"corruption","higher",4.98355462556557,6.34915725796769
"315",1,1,"2",0,"corruption","no_formal",1.23847190730196,3.23211426047996
"316",1,1,"2",0,"iuu","formal",2.33569586031673,4.18364661108027
"317",1,1,"2",0,"iuu","higher",3.64609041947804,5.07768598162051
