"","sos","info","own","fishtech","rank_one","education","wtp_predict","wtp_predict_int"
"373",1,1,"4",1,"corruption","formal",3.88245690737991,5.63872935176925
"374",1,1,"4",1,"corruption","higher",5.42620838957771,6.53276872230949
"375",1,1,"4",1,"corruption","no_formal",1.53485426604494,3.41572572482176
"376",1,1,"4",1,"iuu","formal",2.67493240989501,4.36725807542207
"377",1,1,"4",1,"iuu","higher",4.03650694772297,5.26129744596231
"378",1,1,"4",1,"iuu","no_formal",0.604368580004018,2.14425444847458
"379",1,1,"4",1,"pollution","formal",2.14769153884693,3.87278251350862
"380",1,1,"4",1,"pollution","higher",3.42972224047572,4.76682188404886
"381",1,1,"4",1,"pollution","no_formal",0.198091038945583,1.64977888656113
"382",1,1,"4",1,"weather","formal",1.43151279715267,2.94236305432446
"383",1,1,"4",1,"weather","higher",2.60549496224555,3.8364024248647
"384",1,1,"4",1,"weather","no_formal",-0.353776910053643,0.719359427376969
